File Name,Description
cgichk1.33.c,CGI scanner v1.33 is the latest release of the CGI vulnerability scanning script by su1d sh3ll. Now features checks for 53 unique CGI security holes.
cgichk1.34.2.c,CGI vulnerability scanner that checks a remote host for 60 different common CGI security holes. By su1d sh3ll.
cgichk1.34.7.c,CGI vulnerability scanner that checks a remote host for 60 different common CGI security holes. Bugfix release. By su1d sh3ll.
cgichk1.34.c,cgichk1.34.c is a CGI vulnerability scanner with checks for 53 different known CGI security holes. This version includes support for port numbers. Quick hack of cgichk1.33.c by Joe Hacker.
cgichk1.35.c,CGI vulnerability scanner that now checks a remote host for 65 different common CGI security holes. By su1d sh3ll.
chase.online.banking..>,Security hole in Chase Online Banking (www.chase.com) allows anybody with physical access to a terminal used for a Chase Banking transaction to gain full access to customer accounts.
ciac-J-042.web.secur..>,"A fairly informative, but mostly humorous ""too little, too stupid, too late"" CIAC bulletin regarding web server security. This one almost went into the humor archives."
citrix.winframe.txt,"The Citrix Winframe client for Linux, used for accessing Winframe and Windows NT Server Terminal Edition, contains security vulnerabilities that allow any user to overwrite configuration data and even login as other users. No vendor fix available."
coldfusion.alert.txt,"Allaire finally gets around to releasing a security alert regarding the recently well-documented and discussed ColdFusion security vulnerabilities in which remote attackers can view, delete, and upload files. Vendor solutions and software updates are finally available. I wonder how many web servers running ColdFusion softw"
coldfusion.fixes.txt,Allaire has finally released official vendor information that addresses recently discovered and exploited ColdFusion security vulnerabilities.
compaq.insight.manag..>,"Security hole in Compaq Insight Manager web server allows remote attacker to view any local files on the system, resulting in potential root compromise. No vendor response."
counter.exe.2.70.dos..>,Counter.exe v2.70 for the Win32 platform is contains vulnerabilities that leave servers open to denial of service attacks. Discovered by David Litchfield.
creative.labs.webcam..>,Creative Video Blaster Webcam stores passwords in plaintext in world readable directories.
dns.label.decoding.t..>,"Weaknesses in DNS label decoding leave Intrusion Detection Systems, sniffers, and many other security and network tools and software vulnerable to denial of service attacks. By scut."
e2.tgz,"E2-Zip 1.0 is an excellent whitepaper about EXT2-weaknesses in the Linux 2.0.x kernels. ""File-hiding"" exploit code included. By Stealth."
eeye.web.interfaces...>,"Numerous security holes exist in the web interfaces of the CMail 2.3, FTGate 2,1,2,1, NTMail 4.20 server software (and probably many others) that allow remote attackers to read local files and exploit existing buffer overflows too. Discovered by eEye Digital Security Team."
ex_admintool-2.c,Improved exploit for the Solaris 2.6 and 7 admintool buffer overflow that results in local root compromise. This version now works on Solaris 2.6 and 7 (Sparc). No vendor fix available. By The Shadow Penguin Security.
ex_admintool.c,Another admintool local root exploit for Solaris Sparc machines. By The Shadow Penguin Security.
ex_dtprintinfo.c,ex_dtprintinfo.c exploits a stack buffer overflow present in x86 versions of Solaris 2.6 and 2.7. Local root compromise.
ex_dtprintinfo86.c,Updated version of the dtprintinfo exploit for a stack buffer overflow present in x86 versions of Solaris 2.6 and 2.7. Local root compromise. By The Shadow Penguin Security.
ex_dtprintinfosp.c,Sparc port of the exploit code for the dtprintinfo stack buffer overflow present in Solaris 2.6 and 2.7 for Sparc. Local root compromise. By The Shadow Penguin Security.
ex_lobc-2.c,"Modified version of the exploit code for Solaris 2.6, 2.7 (sparc) libc/LC_MESSAGES buffer overflow that results in root compromise. This version fixes offset issue that made Solaris 2.7 exploitation difficult."
ex_lobc.c,"Exploit code for Solaris 2.6, 2.7 (sparc) libc/LC_MESSAGES buffer overflow that results in root compromise. By The Shadow Penguin Security."
ex_lpset.c,"Updated version of the local root compromise exploit code for buffer overflow condition in lpset, for Solaris 2.6 and 2.7 x86 machines. By The Shadow Penguin Security."
ex_lpset86.c,"Local root exploit code for buffer overflow in lpset, for Solaris x86 machines. By The Shadow Penguin Security."
ex_sdtcm_convert.c,"Local root exploit for buffer overflow condition in sdtcm_convert, for Solaris Sparc machines. By The Shadow Penguin Security."
excel.macro.virus.pa..>,"Microsoft's Excel Macro Virus Protection patch is flawed, allowing malicious attacker to easily bypass the macro virus warning."
exlibris.alpeh.webse..>,"Improper permissions in ExLibris Aleph Web server software default configuration allow anybody to access any files on the server, including /etc/passwd."
fehmalfv1.tgz,"New Denial of Service suite that utilizes Back Orifice servers to launch very effective ""spoofed"" smurf-like attacks with malformed packets and a very impressive amplification ratio. By ben-z."
ftp.serv-u.2.5.bof.t..>,FTP Serv-U 2.5 and earlier versions contain numerous buffer overflows that can result in remote Denial of Service attacks (arbitrary execution of code too?).
ftpd.locate.findutil..>,The Linux Red Hat 5.1 findutils-4.1.24.rpm contains security vulnerabilities related to the ftpd realpath buffer overflow and the locate utility. Remote root compromise theoretically possible. All Red Hat versions up to and including Red Hat 6.0 are vulnerable.
fts.find.du.bsd.txt,"Security hole in 'fts', 'find', and 'du' on *BSD systems allows remote attacker to execute arbitrary commands as root. Patch included."
hhp-Discus.txt,"Discus forum/discussions software (all versions) contains directory and file permission vulnerabilities that allow a remote attacker to easily retrieve admin and user password files. By elaich, hhp."
hotmail.browser.trus..>,Exploit code and description of yet another new Hotmail password-grabbing security hole.
hp.vvos.tgad.dos.txt,HP's VirtualVault e-commerce operating system TGP daemon contains a security hole that leaves the VirtualVault system open to simple denial of service attacks. Exploit description included. No fix yet.
iParty.daemon.DoS.tx..>,The iParty voice conferencing system (for Windows) server daemon is vulnerable to severe Denial of Service attacks. By Ka-wh00t.
ibm.as400.smtp.DoS.t..>,IBM AS/400+Domino machines are vulnerable to Denial of Service attacks due to bugs in the smtp-subsystem.
ibm.netfinity.rcs.nt..>,The process manager component of the IBM Netfinity Remote Control Software for Windows NT allows non-privileged users to gain administrator access. Negative vendor response. Solution: Delete IBM Netfinity RCS.
ice.c,Simple backdoor.
icqget.pl,"A simple, but effective, perl script that allows a remote attacker to retrieve any file desired from an ICQ-Webserver. By Dr. Labrat."
icsa.certified.weak...>,"The ICSA seems to be confused about what the real industry standards are, and has been certifying sites as ""secure"" even when weak 40-bit crypto is used. The replies from ICSA reps are very interesting."
inn.2.x.inndstart.tx..>,"INN v2.x NNTP server software contains vulnerabilities in the inndstart program that allow any local user to execute arbitrary code as root, and also possibly to gain root privileges. Exploit descriptions and workarounds/solutions included."
ippooper.sh,"Simple, but effective, exploit script for the iParty daemon Denial of Service vulnerability. By Ka-wh00t."
irix.midikeys.txt,IRIX midikeys setuid permissions allow local root compromise. Exploit description and vendor recommended temporary solution included.
irix.wu-ftpd.bof.txt,"IRIX versions of wu-ftpd are also vulnerable to buffer overflows, resulting in potential root compromise."
jdedwards.app.passwd..>,"Various popular JDEdwards applications (ex. WorldVision, OneWorld) store hard-coded administrative passwords in numerous world readable files. No fixes, no vendor patches or upgrades available."
kki.freebsd.socket.c,Security vulnerability related to FreeBSD implementation of sockets allows any local user to crash any versions of FreeBSD up to and including FreeBSD-3.0-CURRENT. Exploit code included. By KKI Security.
lowkill21.zip,"LoWKILL 2.1 is a Windows9x/NT port of the modem escape character Denial of Service exploit (+++ATHO). Designed for a user-friendly, low-quality, low-performance enviroment, LoWKILL 2.1 allows you to target entire subnets and select custom escape character sequences to kill Internet connections remotely. By Efrain 'ET' Torr"
macof.sniff.dos.swit..>,"Due to limitations with ARP/MAC-tables, switches could start sending packages to all ports, other network devices could hang, crash or reboot if they receive lots of MAC-addresses. As a result, a malicious attacker could eavesdrop/sniff network connections over a switched network, and also launch Denial fo Service attacks"
microsoft.autoroute...>,Bug in Microsoft AutoRoute Express 2000 results in incorrect calculations of travel diatances. No fix available yet.
microsoft.netmeeting..>,"Severe security vulnerabilities in Microsoft Netmeeting for Windows 9x/NT allow local users to gain root privileges, open up machines running Netmeeting to Denial of Service attacks, much more. No fix or vendor response."
microsoft.privacy.is..>,"Microsoft has invented new ways to compromise your privacy and snoop on you while you work. These ""features"" are included now included in Windows 98, Office 97, and even in microsoft.com cookies. The beta versions of Windows 2000 and Office 2000 are also suspect."
more.msie.5.favicon...>,The Microsoft Internet Explorer 5.0 favicon.ico bug allows remote attacker to launch Denial of Service attacks against MSIE 5.0 users. Exploit code included. No vendor fix available.
ms.excel97.virus.war..>,Microsoft has released a patch that eliminates vulnerabilities in the Excel 97 virus warning mechanism.
ms.iis4.showcode.txt,"Microsoft IIS 4.0 Web Server security vulnerability allows anybody to view ASP source code and other sensitive files on the web server. Exploit descriptions included. Discovered by weld, L0pht Heavy Industries. Microsoft KB and suggested fix information included."
ms.siteserver.3.0.ad..>,"Microsoft Site Server 3.0 vulnerability allows remote attacker to access sensitive SQL database information, such as DSN, usernames, and passwords, when the Ad Server AdSamples component is installed."
ms.winhelp.exploit.t..>,Exploit code and detailed analysis of the Winhlp32.exe buffer overrun. Source code for Windows NT exploit program included. By David Litchfield.
ms.winhlp32.exe.bof...>,"Microsoft has released patches for the Windows NT ""Malformed Help File"" Vulnerability, but they apparently, as Russ Cooper points out, just don't get it and try to push the security through obscurity concept on you again."
msie.5.typedURL.ftp...>,"Microsoft Internet Explorer 5.0 contains even more bugs! MSIE 5.0 improperly utilizes Internet Standard Protocols by repeatedly attempting to connect to all ftp servers that are automatically stored in TypedURLs ""Address"" dropdown list. MSIE 5.0 also seems to have trouble distinguishing between local file systems and remot"
nai.virusscan.nt.txt,"Network Associates VirusScan NT (formerly McAfee VirusScan NT) version 4.0.2 does not properly update virus signature definition files under certain conditions, and will falsely report it is up to date during manual updates. This impacts both NT Server and Workstation. Discovered by Simple Nomad."
netbsd.arp.table.txt,NetBSD v1.3* ARP table vulnerability leaves machines open to denial of service attacks and local traffic hijacking. Vendor solution and patch info included.
netbuf.c,Description of and exploit code for FreeBSD-2.x and IRIX TCP buffer overflow mbuf panic that results in system crash.
netscape.bookmarks.t..>,"Netscape Communicator v4.x security vulnerability involving improper handling of special bookmarks with JavaScript code in the title allows malicious webmaster to read user bookmarks, browse user directories, read user files. By Georgi Guninski."
netscape.directory.s..>,"Netscape's Directory Server 4 leaves the un-encrypted 'admin' password in a file with world readable permissions, when installed. Discovered by Paul Bobby."
netscape.title.tag.a..>,"Another JavaScript <TITLE> tag security vulnerability in Netscape Communicator. User cache, including password and credit card information, is compromised. Exploit code included. NOTE: This security hole can be exploited via HTML email messages AND by malicious web masters. By Georgi Guninski."
netware.4.x.tts.DoS...>,Novell Netware 4.x contains a serious buffer overflow in the Transaction Tracking System (TTS) that allows a malicious user to easily crash multiple servers. Vendor patches and upgrades available. Simple Nomad.
nt.iis.odbc.vba.txt,Security holes in Windows NT MS Jet database engine and Microsoft IIS ODBC allow remote attacker to gain full system access. Detailed exploit description included. No vendor response.
nt.ras.bof.txt,"Buffer overruns in Microsoft's RAS Service on all versions of Windows NT allow execution of arbitary code as system administrator, and consequent root compromise. Vendor patch information included. Discovered by David Litchfield."
nt.ras.rras.password..>,"Microsoft Windows NT security hole in Remote Access Service (RAS) and Routing and Remote Access Service (RRAS) clients allows malicious attacker to steal user passwords, which are cached even if the user de-selects the ""Save password"" option. Vendor patches available."
nt4+sp4.profile.quot..>,"Security vulnerability in Windows NT allows local user to exceed user profile quota, filling drive space and effectively executing a denial of service attack."
ntbufferoverruns.txt,"""Exploiting Windows NT 4 Buffer Overruns - A Case Study: RASMAN.EXE"" - excellent paper that details how to exploit Windows NT buffer overflows. Proof of concept exploit code and step-by-step exploit instructions included. By David Litchfield."
openlinux.lisa.help...>,"Security bug in the LISA boot disk commonly used for OpenLinux 2.2 installations creates a user ""help"" with uid/gid of ""0"" and no password."
oracle.8.0.5.intelli..>,"Oracle 8.0.5 with the Intellegent Agent option enabled contains a severe security vulnerability. The /bin/oratclsh file, which is suid bit by default, allows anybody to gain root access."
oracle.8.fs.admin.to..>,"Multiple file system vulnerabilities in Oracle 8 allow local attacker to launch Denial of Service attacks, create, append to, or overwrite privileged oracle files, execute arbitrary commands as the oracle user, and may also be able to permanently elevate their privilege to that of the oracle user. Vendor patch information"
outlook.express.mail..>,Bug in Microsoft Outlook Express allows remote attacker to launch denial of service attack that effectively prevents user from being able to access mailbox. Exploit description included. No fix yet.
pc.anywhere.dos.txt,Current versions of PC Anywhere for Windows NT leave remote machines with the software installed vulnerable to simple denial of service attacks. Vendor patch available?
pegasus.mail.passwd...>,Pegasus Mail client weak encryption algorithm allows malicious user to retrieve and decrypt other user's POP3 passwords.
pop2d.imap.txt,Security hole in the pop2 daemon packaged with imap-4.4 and earlier releases allows remote attacker to gain shell access as user 'nobody'. Solution: Upgrade to imap-4.5.
procfs.solaris.time...>,Proof of concept exploit code that effectively demonstrates how the time() system call can be faked via procfs on Solaris. Numerous security implications.
quickie.c,"Another Coldfusion exploit scanner, but this version scans entire subnets and is much faster than other Coldfusion exploit scanners. Excellent platform portability and clean, fresh code. By Bronc Buster."
rasbo.htm,"""Exploiting Windows NT 4 Buffer Overruns - A Case Study: RASMAN.EXE"" - excellent paper that details how to exploit Windows NT buffer overflows. Proof of concept exploit code and step-by-step exploit instructions included. By David Litchfield."
rollover.c,"Simple, but useful, code snippet that uses ptrace() to intercept and modify the return value of a system call."
sans.sec-v3n5.txt,"May SANS Security Digest Vol.3 Num.5 - the latest issue of the excellent, comprehensive SANS Security Digest, with information regarding Intrusion Detections and security issues and general info for all major operating systems. SANS."
shock-1.2.zip,"Shockwave v1.2 sends random data to random ports on a remote host at a very fast rate, disconnecting targeted remote hosts from ICQ/IRC servers, lagging remote machines, rendering dialup connections useless. Changes: Added the ability to see what ports are being hit, re-did the packet sending code and changed the configura"
shockwave.zip,Shockwave v1.1 is a Denial of Service program that sends random data to random ports on a remote host at a very fast rate. For Windows. By xhostile.
showcode.tar.gz,showcode is a vulnerability scanner that checks for the Microsoft IIS 4.0 showcode.asp vulnerability. Optionally scans entire subnets. By Jack Smiley.
solaris.5.7.mount.su..>,Description of SunOS 5.7 rmmount exploit that allows local user to gain root privileges.
sshd.install.risks.t..>,"When installed under certain common conditions, a security bug in sshd allows any user to easily gain root access."
sun-snmp.txt,"Vulnerabilities in Sun Solaris 2.6 SNMP - excellent whitepaper that details security vulnerabilities in Sun's implementation of SNMP, with several exploit descriptions included. One of those ""must read"" documents for any Sun/Solaris admin. By Jeremy Rauch."
sun.5.6.lpset.txt,Brief description of the lpset buffer overflow present in Solaris 2.6 (x86).
sunsolve.database.tx..>,"Sun Microsystems SunSolve Online knowledge database allows malicious users to access privileged information, such as password files and network configurations, about other customers."
tcsh.6.07.bof.txt,Buffer overflow in tcsh can potentially result in root compromise.
tmp-racer,tmp-racer is a shell script that exploits programs that make insecure uses of /tmp. By Richard Kettlewell.
w00f.c,"Another remote/local root exploit for wu-ftpd [12] through [18]. Featured in b4b0 #7, coded by smiler and cossack."
websuite.txt,"Buffer overflow in SmartDesk WebSuite v2.1 for Windows 98/NT allows remote attacker to execute denial of service attacks, crashing the SDWEBSRV.EXE server. Discovered by cmart."
whlpbo.htm,Exploit code and detailed analysis of the Winhlp32.exe buffer overrun. Source code for Windows NT exploit program included. By David Litchfield.
winamp.2.x.bof.txt,Buffer overflow in the WinAMP Windows sound player allows remote attacker to launch simple denial of service attacks that crash WinAMP.
windows.weak.passwds..>,"Details of the very weak encryption used by Windows applications, and a couple of good tips about ways to increase password security. Probably nothing new here for the veteran NT admin, but well worth reading if you use Win32 at all."
winhlpadd.exe,Compiled exploit code for Windows NT Winhlp32.exe buffer overrun condition. By David Litchfield.
xosexp.c,xosview 1.5.1 buffer overrun root exploit.  By Kossak
zks.freedom.flaws.tx..>,"The Freedom privacy software by Zero-Knowledge Systems is vulnerable to a practical attack, described by Wei Dai, that reveals the supposedly anonymous routes used by the ZKS Freedom software user. In other words, the use of only link padding (ZKS uses no end-to-end padding) means that ZKS Freedom actually provides no secu"
zlip.tar.gz,"Three examples of exploit code for the weaknesses in DNS label decoding discovered by scut. zlip-1.c - endless, pointing to itself message decompression flaw, ethereal crashes linux; zlip-2.c - endless cross referencing at message decompression, ethereal crashes linux even faster; zlip-3.c - creating a very long domain thr"
SDI-pop2.c,"Exploit code for remote ipop2d security vulnerability that gives attacker a shell as user 'nobody'. By c0nd0r, Sekure SDI."
activeperl.516.dos.t..>,ActivePerl v516 and earlier for Windows IIS leave the server vulnerable to denial of service attacks. Exploit description included.
afio.pgp.txt,"Security hole, due to improper implementation of pgp, exists in afio ('afio -P pgp') pgp encrypted archives that renders the encryption useless and the archives easily accessible by anybody."
aim.2.0.ip.address.t..>,Security hole in AOL's AIM v2.0 (latest release) allows remote attacker to get AIM user IP address. No more anonymity on AOL?
brain.ini,The actual Brain File used by Retina to uncover the IIS4 URL buffer overflow. By eEye Digital Security Team.
broker.ftp.server.3...>,The Broker FTP Server v3.0 for Windows NT allows remote attacker to climb directory tree and view any files on system. No fix available.
cable.modem.ip.hijac..>,"Excellent, detailed description of how to exploit cable modem security flaws and effectively hijack IP addresses.  By Wildman, hackcanada.com."
cdnow.account.access..>,"Security hole in the e-commerce software used by CDNow! allows anybody to access any user account, view account details, and place orders."
cgi-check99.2.r,REBOL-based cgi vulnerability scanner.  70 remote cgi holes.  By deepquest.
cgichk1.51.1.c,CGI scanner v1.51.11 is a program that scans remote hosts for over 70 common CGI security holes. By su1d sh3ll.
cisco.12000.ios.11.2..>,Cisco 12000 series Gigabit Switch Routers running certain versions of Cisco IOS software forward unauthorized traffic due to an error encountered while processing the established keyword in an access-list statement. The resulting vulnerability could be exploited to circumvent a site's security policy. Vendor fixes availabl
cmailrbof.c,Exploit code for C-Mail SMTP Server remote buffer overflow that allows malicious attacker to execute arbitrary code remotely. By _mcp_.
cognos.powerplay.txt,Cognos PowerPlay Web Edition software for Microsoft NT Server contains a security vulnerability in which unauthenticated web users can access cube data.  Negative vendor response.  8.688 kb.
digital.unix.dtlogin..>,"Security vulnerability in the /usr/dt/bin/dtlogin program in Compaq's Tru64/DIGITAL UNIX software, under certain circumstances, allows user to gain unauthorized access as superuser. Vendor patch information included."
eEye.retina.vs.iis4...>,"Security hole in Windows NT 4 web servers running IIS allows remote attacker to execute arbitrary code. Detailed exploit description, four exploit scripts (2 perl, 2 C), VB app fix, Microsoft advisory, CERT advisory, more. Discovered by eEye Digital Security Team."
eEye.retina.vs.iis4...>,"Complete package of the eEye NT4+IIS4 URL buffer overflow remote exploit advisory and code. Includes: retina.vs.iis4-round2.txt, retina.vs.iis4-round2-the.brain.txt, retina.vs.iis4-round2-the.exploit.txt, brain.ini, iishack.asm, iishack.exe, ncx.exe, ncx99.exe. By eEye Digital Security Team."
ex_sdtcm_convert86.c,Intel (x86) version of the Solaris sdtcm_convert buffer overflow exploit that leads to root compromise. Vendor patch available. By The Shadow Penguin Security.
fbo.c,"Back Orifice server and fake server UDP packet flooder, with random source functionality, that quickly crashes BO servers, NoBo, FakeBo and possibly other BO-related programs. 4k. By Bong."
frootcake.c,Windows NT 'neverending quantum' bug allows any local user to take advantage of Microsoft's multi-thread code design to bring NT machines to a quick halt. All versions of NT affected. No vendor fix. Exploit code included. By kiva.
fuck-fingerd.gz,fingerd denial of service exploit code. Linux binary (i.e. execute at your own risk). By dr_fdisk^.
gin.c,Spoofs ICMP packets containing +++ATH0 which will cause some modems to disconnect. By amputee.
gscan.c,A generic banner scanner that can be modified to scan remote systems for banners of any vulnerable software programs desired. By marv alpert/bzero@efnet.
gscan.zip,"gscan is a generic banner scanner for windows, class A greps for any banner on any port. For Windows. By bzero, Shadow Penguin Security."
h-thief.txt,"Security vulnerability in the customer web interface at hustler.com allows malicious attacker to hijack any user accounts, and gain access to credit card and personal information.  HTML exploit template included.  1.730 kb."
hackasite1.zip,Hack-A-Site I. A detailed kit on how to hack an Microsft IIS Server using the eEye exploit.  By Nemesystm
hhp.pine.exploit.txt,"The Pine MUA up to and including v4.10 contains a security hole that allows a malicious remote attacker to potentially execute arbitrary code, resulting in possibility of root compromise.  Exploit code included.  Discovered by elaich aka LoopHole of the hhp."
hv-cf.pl,"Perl script that scans a given list of hosts for Cold Fusion security vulnerabilities. By d0ct0r_x, Hackers Venezuela."
iis.injector.c,"IIS Injector for NT is a custom C port (for Windows NT) of the eEye NT4+IIS4 URL buffer overflow remote exploit that allows the attacker to select any desired ""payload file"" for targets. By Greg Hoglund."
iis4.htr-2.pl,Perl exploit code port of the eEye NT4+IIS4 URL buffer overflow remote exploit. By Randal Schwartz.
iis4.htr.pl,Perl exploit code port of the eEye NT4+IIS4 URL buffer overflow remote exploit. By Ryan R Permeh.
iishack.asm,asm source code for the eEye NT4+IIS4 URL buffer overflow remote exploit. Use with one of the ncx* files. By eEye Digital Security Team.
iishack.exe,Executable eEye NT4+IIS4 URL buffer overflow remote exploit program. Use with one of the ncx* files. By eEye Digital Security Team.
ipop2d.txt,"exploit for ipop2 daemons shipped with the imap-4.4 package; remote attackers can spawn a shell with uid of user ""nobody"".  3.060 kb.  By bind."
iusr_bug.txt,"Security hole in Windows NT 4 Server and Microsoft IIS allows any Internet user (IUSR_COMPUTER) to change any users password, including the administrator password. Root compromise. No fix yet."
kde.kmail.tmp.dir.tx..>,"KDE K-Mail mail user agent software creates insecure temporary directories that allow local attackers to use symlink-based exploits to gain privileged, potentially root, access. KDE patch available."
killmod-0.69.lsm,
killmod-0.69.tar.gz,killmod.php3 is a php front end that calls a simple shell script (killmod.sh) that allows you to use the +++ath0 bug to hang up older modems.  By Jigz and Monkey.
ksrt.accelerated-x.b..>,"Security vulnerability in Xi Graphics, Inc.'s Accelerated-X Server 4.x, 5.x (and possibly earlier versions) allows local users to gain administrative privileges by exploiting multiple buffer overflows in the Accelerated-X X server.  Discovered by Jordan Ritter.  Vendor patches available.  2.702 kb."
lamed_arch.html,Detailed documentation of the SGI Name Service Architecture for IRIX 6.5. Good information. By Larry McVoy.
linux.2.2.x.icmp.dos..>,Linux kernel 2.2.x denial of service exploit code for ICMP vulnerability. Alan Cox patch included. :)
lotus.notes.relay.tx..>,Security vulnerabilities in all versions of Lotus Notes SMTP MTA allow malicious attackers to execute denial of service attacks and relay mail. Exploit descriptions included. No vendor fix.
ls0f.c,"lsof 4.40 exploit, local root compromise.  0.901 kb.  By bind."
mac.email.passwd.txt,"Microsoft Outlook Express 4.5 for Mac platforms has non-functional user password security, allowing any local user to access anyone's email account. Exploit description included. No vendor fix."
macos.x.server.cgi.t..>,Process-based denial of service vulnerability exists in MacOS X Server running Apache that allows remote attacker to easily kill the web server via looped HTTP requests. Test exploit code included.
man-db.zsoelim.symli..>,The zsoelim program included in the Debian GNU/Linux 2.1 man-db package is vulnerable to symlink attacks. Vendor patch information included.
microsoft.wildcard.m..>,"Windows NT does not properly handle the use of wildcards, matching filename characters that do not even exist in pseudo-8.3 format filenames."
mirc.5.6.autoload.ur..>,"New mIRC 5.6 automatic URL loading ""feature"" exposes unwary users to numerous browser-based security vulnerabilities."
ms.odbc.coldfusion.t..>,Allaire ColdFusion Security Bulletin addresses recent security issues.
ms.outlook.DoS.txt,"Microsoft Outlook (all versions) does not properly handle X-UIDL: headers in email, resulting in the potential for denial of service attacks against MS Outlook users.  Exploit details and patch included.  Discovered by YoDuh."
msie.5.0.hta.txt,"Microsoft Internet Explorer 5.0 allows malicious attacker to bypass security and execute HTAs (HTML Applications), opening up a wide range of serious security holes for Windows 9x/NT boxes that have MSIE 5.0 installed."
msie.5.0.javascript...>,Microsoft Internet Explorer 5.0 is vulnerable to a simple JavaScript based denial of service attack. Exploit code included. By THR.
msie.activex.filesea..>,"Security holes in Microsoft Internet Explorer 3.x, 4.x, 5.x and ActiveX allows malicious remote attacker to search user hard drives for files, and possibly more. Exploit code included."
msie.high.sec.y2k.pa..>,Microsoft downloader software forces users to lower security protection levels to obtain Y2K patches for Internet Explorer 4.x. Incorrect error messages regarding system clock settings create further problems.
ncx.exe,Hacked netcat-based trojan used to exploit the eEye NT4+IIS4 URL remote buffer overflow - gain remote control over NT servers with this backdoor. By eEye Digital Security Team.
ncx99.exe,Hacked netcat-based trojan used to exploit the eEye NT4+IIS4 URL remote buffer overflow (for use on port 99) - gain remote control over NT servers with this backdoor. By eEye Digital Security Team.
netscape.datatrack.t..>,"Bug in Netscape Communicator 4.x allows malicious attacker to ""sniff"" URLs from another window using JavaScript and the ""data:"" protocol. Exploit code included. Recommended fix included. By Georgi Guninski."
netscape.fasttrack.3..>,Netscape Fasttrack 3.x server for Windows NT and NetWare allows remote attacker to climb the directory tree and view root (and other) directory listings.
netscape.js.table.do..>,HTML parsing bug in all versions of Netscape Communicator 4.x allows malicious web master to crash your browser using JavaScript.  1.269 kb.
netscape.view.source..>,"Netscape Communicator 4.x ""view-source:"" JavaScript based security vulnerabilities allow remote attacker to browse local directories, read user cache, read parsed HTML files, read user Netscape configuration (including email address, mail servers and passwords), and more. Exploit code included. Discovered by Georgi Guninsk"
netscape.viewtrack.t..>,"Bug in Netscape Communicator 4.x allows malicious attacker to ""sniff"" URLs from another window using JavaScript and the ""view-source:"" protocol. Exploit code included. Recommended fix included. By Georgi Guninski."
nmap.local.linux.DoS..>,"Apparently, another denial of service attack that utilizes nmap tcp connect() port scans has been discovered. So far, it appears that only Linux is locally vulnerable. This attack kills virtually all services, and can be executed by any local user."
novell.4.x.http.dos...>,Exploit code for Novell NetWare 4.x web server denial of service attack.
nsdadv.c,"IRIX 6.5 nsd virtual filesystem vulnerability allows remote attacker to mount filesystem and retrieve privileged data, such as shadowed password files, monitor filesystem for changes, and execute denial of service attacks, among other things. Exploit code included. By Jefferson Ogata (JO317)."
nt.pdc.dos.txt,Simple denial of service attack possible against Windows NT Server PDC from Windows 95.
nt4+sp4.wts.4.0.txt,"Security hole in Windows Terminal Server 4.0 for Windows NT 4 allows attacker to bypass account locking feature, log on, browse the network, map up locally shared drives/catalogues, run command.com/cmd.exe or regedit/regedt32, etc."
ntmail3relay.txt,NTMail v3 has an open relay exploit that allows anyone to send mail thru the server.
omnihttpd.webserver...>,Security vulnerability in OmniHTTPd Web Servers allows remote attacker to execute denial fo service attacks by filling the server hard drive. Exploit description included. Recommended fix included.
opentear.c,Denial of service exploit code (modified newtear.c) that sends lots of fragmented UDP packets. Crashes OpenBSD 2.3 and 2.4. By rootshell.com. Make sure to read the Rootshell License in the header.
pizzathief32.c,Win32 port of exploit code for Microsoft Windows 2000 FTP server (and many others too!) PASV vulnerability that allows malicious attacker to 'hijack' your connection and steal the files you attempt to download. No vendor fix. By Greg Hoglund.
redhat.6.0.dev.cdrom..>,"Linux Red Hat 6.0 /dev/hd[abcd] CD-ROM permissions are world readable, along with several other /dev/* programs. By antirez. [ed. note: and some of you were bitching at me for sticking with RH 5.2 for production Red Hat servers. you know who you are, bill. ;) ]"
redhat.6.0.pts.permi..>,"Linux RedHat 6.0 contains a  /dev/pts permissions bug that can be exploited by local users if other users are using X-windows. Denial of service attacks, and more possible. Exploit description included."
redhat.su.ghost.bug...>,Possible security hole in the 'su' program shipped with Red Hat allows unprivileged user to gain superuser access.
retina.vs.iis4-round..>,Detailed description of the Brain File used to uncover the eEye NT4+IIS4 URL buffer overflow remote exploit. By eEye Digital Security Team.
retina.vs.iis4-round..>,Details about how and why the eEye NT4+IIS4 URL buffer overflow remote exploit hole was exploited and released. By eEye Digital Security Team.
retina.vs.iis4-round..>,General description of the eEye NT4+IIS4 URL buffer overflow remote exploit. By eEye Digital Security Team.
rpc.statd.automountd..>,Older versions of rpc.statd and automountd for various platforms allow remote attackers to execute arbitrary commands and gain root privileges. Sun patches available.
shadow.passwds.txt,"shadow-980724 contains a security bug when used with '-p passwd' option, such that passwords are not encrypted. Solution: upgrade to shadow-19990607 or later."
shadow.root.uid.6553..>,"shadow-19990307 contains security bug that allows new user with UID 65536 to gain root access, without being logged at all, and with ability to bypass /etc/securetty restrictions."
smbval.library.bof.t..>,Exploitable buffer overflows in the smbval library leave numerous systems open to local and remote attacks that can potentially result in root compromise.
solaris.2.5.su.expec..>,Sun Solaris 2.5 and earlier contain security hole in the 'su' program that allows scripted brute force attacks on the superuser password without the attacker being logged. Exploit script (coded in Expect) and detailed description included. By Dr. Mudge.
